Author,Content,Date,Linked Messages,Message ID,ThreadTitle,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,annotation_id,annotator,created_at,id,lead_time,sentiment,updated_at,Sentiment
Done_With_It_All,"Decided I'd off myself this year. At first it was dramatic and sad and blah blah, but now I'm at the point where idc. Life isn't a movie, bad shit happens all the time. People die, commit suicide, it's perfectly natural. My family is obviously not about that and are hovering and constantly checking in and shit. Eventually they are going to slip up and I'll get my chance, but in the mean time, I'm just like ""I should just be insufferable and annoying to them"" lol. That way they might just give up and just be like fucking fine Jesus hehe. Funny strategy, should work eventually.","Jul 16, 2024 at 9:41 PM",,2598945,Family won’t let me kill myself so I’m just gonna be unbearable until they give up 😂,,,,,,,,792,1,2024-10-05T04:14:35.574533Z,786,42.751,"{""choices"":[""2 thoughts about killing yourself?"",""thoughts and some intention of acting on them?"",""medium risk""]}",2024-10-05T04:14:35.574533Z,2
locked*n*loaded,"So, they're hovering over you because you tried previously to kill yourself, but failed, so now they keep an eye on you? Or, you told them you want to kill yourself? How do they know that's what you want to do?","Jul 16, 2024 at 9:56 PM",,2598952,Family won’t let me kill myself so I’m just gonna be unbearable until they give up 😂,,,,,,,,793,1,2024-10-05T04:14:46.123597Z,787,9.875,no enough information,2024-10-05T04:14:46.123597Z,5
Done_With_It_All,Tried and failed. They are aware and I just talk about it casually every day like I have a vacation coming up.,"Jul 16, 2024 at 10:16 PM",,2598971,Family won’t let me kill myself so I’m just gonna be unbearable until they give up 😂,,,,,,,,794,1,2024-10-05T04:15:02.789551Z,788,15.944,"{""choices"":[""done, started or prepared to do anything to end your life?"",""medium risk""]}",2024-10-05T04:15:02.789551Z,2
dinosavr,"I didn't think about it from this point of view. I actually mention suicide as a ""joke"" from time to time and I think it might bother them more than I thought. lol maybe we'll be able to slowly convince them.","Jul 16, 2024 at 10:40 PM",,2598990,Family won’t let me kill myself so I’m just gonna be unbearable until they give up 😂,,,,,,,,795,1,2024-10-05T04:15:28.438333Z,789,24.962,no enough information,2024-10-05T04:15:28.438333Z,5
timetodie24,"It sounds like your family care so I doubt annoying then into giving up on you won't work.
. Ime after attempts my parents gradually trusted me more after length of time without attempts and obviously saying no to having any thoughts etc. Going out without buying anything 'dangerous', coming home on time and staying in touch .so just proving I could keep myself safe without them being on 'suicide watch'. Eventually they started to treat me more like an adult again. It's frustrating as it took a long time.
But I think that's a more realistic way, convince them you can keep yourself safe. It may be gradual but eventually they'll stop hovering.","Jul 17, 2024 at 7:41 AM",2598945,2599305,Family won’t let me kill myself so I’m just gonna be unbearable until they give up 😂,,,,,,,,796,1,2024-10-05T04:16:14.673203Z,790,45.561,method,2024-10-05T04:16:14.673203Z,5
wieu73,Hi I want to ask if there's any Korean out here got their SN from DMC,"Jul 17, 2024 at 7:30 AM",,2599298,Is there any Korean got their SN from DMC?,,,,,,,,797,1,2024-10-05T04:16:36.158482Z,791,20.81,method,2024-10-05T04:16:36.158482Z,5
nolosis,"It's been almost a full year of being alone, keeping my thoughts to myself and not telling anyone anything, or at least not the actual truths of my mind, just me and my skin. My skin doesn't feel like it's mine though, it feels disgusting almost because of how unfamiliar it feels to me. I want to leave it I don't want to be inside of it but im so fucked up I can't even bring myself to end my life. I'm already dead like on some real shit I don't even see the point of CTB bc I don't feel like im alive, I'm already dead.","Jun 28, 2024 at 2:43 AM",,2577404,al0neinmy$kin,,,,,,,,798,1,2024-10-05T04:17:13.596099Z,792,36.763,"{""choices"":[""1 wish to be death?"",""2 thoughts about killing yourself?"",""thinking about how you might do this?"",""medium risk""]}",2024-10-05T04:17:13.596099Z,2
catnowmeowmeow,"I'm feeling like this, ever since my break up, after an initial period of denial and pain I now feel very numb and like I'm watching my life being lived. I don't really feel like I'm living my life and nothing I do brings me joy. It's kind of like someone turned off the experience switch in my brain and I'm just going through the motions. The only thing that makes me excited is the thought that I can end this one day. I can't imagine another 30 years of feeling like I'm watching a silent movie which is my life.","Jul 17, 2024 at 7:22 AM",,2599291,al0neinmy$kin,,,,,,,,799,1,2024-10-05T04:17:41.068131Z,793,26.815,"{""choices"":[""1 wish to be death?"",""2 thoughts about killing yourself?"",""low risk""]}",2024-10-05T04:17:41.068131Z,1
nolosis,type.,"Aug 11, 2024 at 1:26 AM",2599291,2627276,al0neinmy$kin,,,,,,,,800,1,2024-10-05T04:17:44.521796Z,794,2.661,no enough information,2024-10-05T04:17:44.521796Z,5
dinosavr,"Since I've had my near-suicide-attempt moment when everybody found out I was suicidal, they care for me more than anyone would care for a baby. They eat with me, they work with me, they sleep with me, they visit doctors with me, etc. I'm sick of it. I mean I know I can't do much about it because they have a right to worry about me, but still, I'm a huge introvert and I need more time alone.
If you have any ways to do that except for sleep deprivation or staying in the bathroom for hours, hit me up please :)","Jul 16, 2024 at 2:22 PM",,2598556,i hate being watched 24/7,,,,,,,,801,1,2024-10-05T04:18:13.222284Z,795,27.923,"{""choices"":[""done, started or prepared to do anything to end your life?"",""medium risk""]}",2024-10-05T04:18:13.222284Z,2
LaVieEnRose,Hopefully the intensity will calm down soon.,"Jul 16, 2024 at 4:32 PM",,2598726,i hate being watched 24/7,,,,,,,,802,1,2024-10-05T04:18:21.687812Z,796,7.787,supportive,2024-10-05T04:18:21.687812Z,5
Sylveon,Wish we could switch places.,"Jul 16, 2024 at 5:27 PM",,2598773,i hate being watched 24/7,,,,,,,,803,1,2024-10-05T04:18:25.130878Z,797,2.739,no enough information,2024-10-05T04:18:25.130878Z,5
KillingPain267,This is why I'm scared of telling anyone I am suicidal or failing an attempt. I know I'll lose freedom and alone time.,"Jul 16, 2024 at 5:37 PM",,2598786,i hate being watched 24/7,,,,,,,,805,1,2024-10-05T04:18:39.580358Z,799,11.035,no enough information,2024-10-05T04:18:39.580358Z,5
rayray,"As
Sorry if this sounds dumb but ask for alone time? Explain how you need personal space without being watched and supervised","Jul 16, 2024 at 5:45 PM",2598556,2598794,i hate being watched 24/7,,,,,,,,806,1,2024-10-05T04:18:51.166080Z,800,10.91,no enough information,2024-10-05T04:18:51.166080Z,5
fleetingnight,"Would you feel comfortable with people being in the same house/apartment as you, but not in the same room? If so, maybe you'd both feel more comfortable that way. It'd be pretty difficult to actually CTB without them hearing anything at all, I think, so maybe you could explain you're an introvert and convince them that it'll be alright.

I know it's not the same as being totally alone, but maybe it's a little better than the way things are now. Besides that, unfortunately idk, besides waiting it out (which sucks) People will calm down about it in time, and I hope that time passes quickly","Jul 16, 2024 at 6:00 PM",,2598805,i hate being watched 24/7,,,,,,,,807,1,2024-10-05T04:19:06.268777Z,801,14.478,method,2024-10-05T04:19:06.268777Z,5
dinosavr,Oh actually you might both be right. They might probably understand it if I explain it to them. I'll definitely try!,"Jul 16, 2024 at 10:37 PM",2598794,2598986,i hate being watched 24/7,,,,2598805,,,,808,1,2024-10-05T04:19:23.130882Z,802,16.104,supportive,2024-10-05T04:19:23.130882Z,5
MyTimeIsUp,"Explain to them how you feel suffocated, and it isn't helping, it is making you worse. You need time alone, literally everyone does.

It's good that you acknowledge it's because they don't want you to hurt yourself, but as an introvert myself, I've been in this situation and it is awful.

Please speak up

I hope it gets better for you","Jul 17, 2024 at 1:28 AM",,2599106,i hate being watched 24/7,,,,,,,,809,1,2024-10-05T04:19:36.212079Z,803,12.384,supportive,2024-10-05T04:19:36.212079Z,5
Ash,"It is horrible. On the flip side, and I don't say this to diminish or invalidate what you're feeling, so is being left to get on with it. I mean, I don't want to be on suicide watch by friends - it was bad enough on the ward - but being abandoned entirely is pretty miserable too.

Sucks, whichever way you look at. Hope you're at least milking them for lots of mugs of tea. Still haven't managed to train the dog to make me one.","Jul 17, 2024 at 7:04 AM",,2599282,i hate being watched 24/7,,,,,,,,810,1,2024-10-05T04:20:38.434002Z,804,61.178,supportive,2024-10-05T04:20:38.434002Z,5
Hyes,"I can definitely say I'm getting better compared to the end of last year. I haven't had serious suicidal thoughts in a while. Where I'm daydreaming about doing it and the orgasmic rush I feel imagining it. I thought turning 21 would be a big change but all it means is I can get alcohol easier and drink way more.

The album I've been working on with a friend is genuinely coming along really well. That should be reason enough to keep going. My friend is the drummer and to each other; we are the only other person we've met that can truly keep up with each other musically. And he's nearly twice my age.

I'm still autistic as shit and bring myself down every chance I get. And I just avoid any social interaction I can. It's kind of weird. If I know what to say before hand, I can speak just fine (ie, talking to cashiers) but I am godawful at being put on the spot. My mind just goes blank and I can't find the words.

quitting my nicotine addiction is so hard. I had been using zyns with my vape but a little over a month ago I threw it away shortly after I bought a new one. In that time, I started to smoke cigarillos and now the problem is just worse. I gotta take 2 zyns at a time to replace what just 1 would feel like. But god the buzz when I'm drunk is worth it. It's no surprise why I feel like shit all the time.

I haven't met anyone new in years. I want to but also don't want to? I've never been in a serious relationship I've been alone so long that I just want to do everything alone. In school? I wanted to do all my work alone because it was faster and easier. I guess that hasn't changed. It's hard to work on myself when there is no one to do it for. There's so much about relationships that I don't know and I know it's gonna be a problem for any potential partner I find. (How long do I wait to get intimate? When can I start asking personal questions?) it's hard to form connections when it seems like every question I can ask I too personal and it'd be rude to.

I'm sorry this post isn't as focused as I wanted it to be. Tl;dr I feel like shit and everything I do still makes me feel like shit","Jul 15, 2024 at 5:53 AM",,2596907,Healing but still want to do it in spite of everything?,,,,,,,,811,1,2024-10-05T04:22:19.507850Z,805,63.566,no enough information,2024-10-05T04:22:19.507850Z,5
Hyes,"This is just my life, no one talks to me.","Jul 17, 2024 at 5:36 AM",,2599247,Healing but still want to do it in spite of everything?,,,,,,,,812,1,2024-10-05T04:22:34.193836Z,806,6.265,no enough information,2024-10-05T04:22:34.193836Z,5
timetodie24,"Hey

I'm autistic too and can really relate to going blank in social interactions and the fear of the unknown in relationships. I've never dated before and the thought terrifies me. I put myself down all the time too.

It sounds like you're feeling quite conflicted- that you feel there are definitely some positives to your life but that they're sort of overshadowed by the things you still struggle with ? Like it's hard to enjoy the positives when you feel so shit. I guess it's about weighing up if it's worth it. But I think if things have improved for you recently, there is always a chance that other things will improve too. Yes social interactions will always be difficult to us because of autism but doesn't mean we can't learn and improve social skills. Hopefully you can find someone else new to relationship, or not had them in a while (plenty of people will fall into that category at your age) who would be more understanding and you can work out the pace and boundaries together.

The idea of ctb and escaping everything can feel comforting. Even when things weren't as bad for me, I did find comfort in imagining it even if wasn't actively thinking about it, knowing it was always an option helped .","Jul 17, 2024 at 6:14 AM",2596907,2599266,Healing but still want to do it in spite of everything?,,,,,,,,813,1,2024-10-05T04:23:37.721762Z,807,62.843,supportive,2024-10-05T04:23:37.721762Z,5
dinosavr,"I think it's really common, sucks to hear that, I know, but it's how it works. I have a hard time understanding it myself and I'm constantly spinning around - almost attempting but getting disrupted by calling the helpline by myself and repeatedly sabotaging any move I make.
But as long as my psychotherapist is right, it's because your suicidality, especially when you gave it that much attention, is very well known and discovered in every single detail, except for actually doing something. It's paradoxically important and comfortable to you. It feels like everything is right where it's supposed to be.
Healing on the other hand is something that is completely undiscovered. You don't know what to do, you feel lost and helpless. It's like you're trying so hard every single day to achieve any kind of relief and it very often doesn't help. It's even quite logical that it's extremely frustrating for you and for people around who don't seem to ever understand it.
And how much can anyone really commit to healing when they can't see ANY point of it, none at all. It's almost crazy that others expect it from us. But I try to perceive any kind of will to see it and try it, just to be sure that I've done everything I could and for my friends. And I think you should give it a try too. Because after all we can always step back and catch the bus anyway and that's that. Keeping my fingers crossed for you!","Jul 17, 2024 at 7:02 AM",,2599280,Healing but still want to do it in spite of everything?,,,,,,,,814,1,2024-10-05T05:38:19.759853Z,808,88.199,"{""choices"":[""done, started or prepared to do anything to end your life?"",""medium risk"",""supportive""]}",2024-10-05T05:38:19.759853Z,2
